Date,TAVG (orig),TAVG(Calc F),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches),location
1/7/1998,,38.00,41.00,35.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/8/1998,,33.50,35.00,32.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/9/1998,,27.00,34.00,20.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/10/1998,,14.50,20.00,9.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/11/1998,,19.00,27.00,11.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/12/1998,,24.00,32.00,16.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/13/1998,,9.00,16.00,2.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/14/1998,,18.50,28.00,9.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/15/1998,,28.00,31.00,25.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/16/1998,,27.50,29.00,26.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/17/1998,,24.00,29.00,19.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/18/1998,,18.50,28.00,9.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/19/1998,,23.00,29.00,17.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/20/1998,,24.00,29.00,19.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/21/1998,,30.00,32.00,28.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/22/1998,,31.00,32.00,30.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/23/1998,,28.00,32.00,24.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/24/1998,,27.00,31.00,23.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/25/1998,,28.50,32.00,25.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/26/1998,,32.00,39.00,25.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/27/1998,,32.50,35.00,30.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/28/1998,,35.50,42.00,29.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/29/1998,,36.50,41.00,32.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/30/1998,,31.00,33.00,29.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/31/1998,,34.50,41.00,28.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/1/1998,,40.50,47.00,34.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/2/1998,,35.50,41.00,30.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/3/1998,,34.50,40.00,29.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/4/1998,,33.00,35.00,31.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/5/1998,,32.00,35.00,29.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/6/1998,,36.50,41.00,32.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/7/1998,,34.50,40.00,29.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/8/1998,,36.50,43.00,30.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/9/1998,,38.00,48.00,28.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/10/1998,,38.50,48.00,29.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/11/1998,,41.00,45.00,37.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/12/1998,,34.50,39.00,30.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/13/1998,,34.50,39.00,30.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/14/1998,,37.50,42.00,33.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/15/1998,,43.00,52.00,34.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/16/1998,,41.50,44.00,39.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/17/1998,,41.50,44.00,39.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/18/1998,,38.00,39.00,37.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/19/1998,,39.00,41.00,37.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/20/1998,,39.50,44.00,35.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/21/1998,,39.50,45.00,34.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/22/1998,,44.00,49.00,39.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/23/1998,,40.50,47.00,34.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/24/1998,,46.50,54.00,39.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/25/1998,,46.00,57.00,35.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/26/1998,,54.50,63.00,46.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/27/1998,,45.50,53.00,38.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/28/1998,,42.50,50.00,35.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/1/1998,,35.50,39.00,32.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/2/1998,,33.50,37.00,30.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/3/1998,,34.00,37.00,31.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/4/1998,,34.00,38.00,30.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/5/1998,,35.50,39.00,32.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/6/1998,,35.50,39.00,32.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/7/1998,,37.50,43.00,32.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/8/1998,,37.50,39.00,36.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/9/1998,,26.50,36.00,17.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/10/1998,,18.00,23.00,13.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/11/1998,,17.50,22.00,13.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/12/1998,,16.00,24.00,8.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/13/1998,,28.00,39.00,17.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/14/1998,,28.00,34.00,22.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/15/1998,,26.00,30.00,22.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/16/1998,,32.50,36.00,29.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/17/1998,,36.50,40.00,33.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/18/1998,,45.50,52.00,39.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/19/1998,,37.00,40.00,34.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/20/1998,,34.00,36.00,32.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/21/1998,,36.00,42.00,30.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/22/1998,,36.50,47.00,26.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/23/1998,,38.50,46.00,31.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/24/1998,,40.50,51.00,30.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/25/1998,,50.50,60.00,41.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/26/1998,,66.00,75.00,57.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/27/1998,,66.50,77.00,56.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/28/1998,,58.50,65.00,52.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/29/1998,,63.50,79.00,48.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/30/1998,,72.00,79.00,65.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/31/1998,,60.00,71.00,49.00,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/1/1998,44.00,44.00,49.00,39.00,0.20,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/2/1998,44.00,44.00,49.00,39.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/3/1998,42.00,42.00,44.00,39.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/4/1998,44.00,44.00,50.00,37.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/5/1998,42.00,42.00,52.00,31.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/6/1998,50.00,50.00,61.00,38.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/7/1998,54.00,54.00,61.00,46.00,0.47,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/8/1998,49.00,49.00,52.00,45.00,0.36,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/9/1998,44.00,44.00,46.00,41.00,0.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/10/1998,46.00,46.00,56.00,36.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/11/1998,52.00,52.00,67.00,36.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/12/1998,64.00,64.00,73.00,55.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/13/1998,63.00,63.00,69.00,56.00,0.62,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/14/1998,60.00,60.00,68.00,51.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/15/1998,58.00,58.00,66.00,50.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/16/1998,45.00,45.00,53.00,37.00,0.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/17/1998,45.00,45.00,56.00,34.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/18/1998,50.00,50.00,60.00,39.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/19/1998,52.00,52.00,62.00,41.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/20/1998,56.00,56.00,65.00,46.00,0.63,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/21/1998,52.00,52.00,55.00,48.00,0.08,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/22/1998,54.00,54.00,63.00,45.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/23/1998,58.00,58.00,72.00,43.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/24/1998,62.00,62.00,76.00,48.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/25/1998,59.00,59.00,69.00,48.00,0.11,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/26/1998,51.00,51.00,60.00,42.00,0.61,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/27/1998,46.00,46.00,51.00,41.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/28/1998,48.00,48.00,57.00,39.00,0.06,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/29/1998,56.00,56.00,63.00,48.00,0.32,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/30/1998,57.00,57.00,62.00,51.00,0.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/1/1998,60.00,60.00,68.00,52.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/2/1998,57.00,57.00,63.00,51.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/3/1998,52.00,52.00,55.00,48.00,0.17,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/4/1998,60.00,60.00,71.00,48.00,0.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/5/1998,45.00,45.00,72.00,,0.18,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/6/1998,45.00,45.00,73.00,,0.47,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/7/1998,59.00,59.00,62.00,55.00,2.14,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/8/1998,61.00,61.00,69.00,53.00,0.14,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/9/1998,59.00,59.00,66.00,51.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/10/1998,59.00,59.00,67.00,50.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/11/1998,60.00,60.00,70.00,49.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/12/1998,66.00,66.00,80.00,52.00,0.07,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/13/1998,69.00,69.00,77.00,60.00,0.20,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/14/1998,70.00,70.00,83.00,57.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/15/1998,79.00,79.00,88.00,70.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/16/1998,74.00,74.00,83.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/17/1998,72.00,72.00,87.00,57.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/18/1998,78.00,78.00,92.00,64.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/19/1998,81.00,81.00,91.00,70.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/20/1998,69.00,69.00,77.00,60.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/21/1998,67.00,67.00,78.00,56.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/22/1998,60.00,60.00,65.00,55.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/23/1998,63.00,63.00,70.00,56.00,0.03,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/24/1998,62.00,62.00,70.00,53.00,0.83,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/25/1998,61.00,61.00,68.00,53.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/26/1998,64.00,64.00,77.00,51.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/27/1998,70.00,70.00,82.00,57.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/28/1998,79.00,79.00,91.00,66.00,0.07,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/29/1998,75.00,75.00,84.00,66.00,0.05,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/30/1998,76.00,76.00,89.00,63.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/31/1998,72.00,72.00,83.00,60.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/1/1998,66.00,66.00,78.00,54.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/2/1998,66.00,66.00,79.00,52.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/3/1998,55.00,55.00,58.00,51.00,0.15,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/4/1998,59.00,59.00,65.00,52.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/5/1998,53.00,53.00,59.00,46.00,0.08,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/6/1998,53.00,53.00,62.00,44.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/7/1998,58.00,58.00,70.00,46.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/8/1998,60.00,60.00,69.00,50.00,0.14,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/9/1998,61.00,61.00,64.00,57.00,1.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/10/1998,67.00,67.00,75.00,58.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/11/1998,69.00,69.00,76.00,62.00,1.39,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/12/1998,75.00,75.00,85.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/13/1998,70.00,70.00,79.00,61.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/14/1998,70.00,70.00,76.00,63.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/15/1998,72.00,72.00,79.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/16/1998,72.00,72.00,81.00,63.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/17/1998,74.00,74.00,85.00,62.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/18/1998,78.00,78.00,90.00,65.00,0.41,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/19/1998,75.00,75.00,83.00,66.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/20/1998,80.00,80.00,90.00,70.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/21/1998,79.00,79.00,88.00,70.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/22/1998,78.00,78.00,86.00,69.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/23/1998,77.00,77.00,87.00,66.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/24/1998,85.00,85.00,95.00,75.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/25/1998,86.00,86.00,97.00,75.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/26/1998,79.00,79.00,87.00,70.00,0.70,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/27/1998,83.00,83.00,94.00,71.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/28/1998,79.00,79.00,89.00,68.00,0.21,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/29/1998,78.00,78.00,88.00,67.00,0.06,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/30/1998,74.00,74.00,83.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/1/1998,73.00,73.00,80.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/2/1998,75.00,75.00,86.00,63.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/3/1998,80.00,80.00,89.00,70.00,0.85,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/4/1998,69.00,69.00,73.00,64.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/5/1998,72.00,72.00,78.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/6/1998,79.00,79.00,87.00,71.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/7/1998,75.00,75.00,81.00,69.00,0.08,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/8/1998,75.00,75.00,82.00,68.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/9/1998,75.00,75.00,82.00,68.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/10/1998,74.00,74.00,81.00,67.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/11/1998,73.00,73.00,80.00,66.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/12/1998,75.00,75.00,84.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/13/1998,77.00,77.00,86.00,68.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/14/1998,80.00,80.00,90.00,70.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/15/1998,81.00,81.00,90.00,71.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/16/1998,81.00,81.00,88.00,73.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/17/1998,78.00,78.00,84.00,71.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/18/1998,81.00,81.00,89.00,72.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/19/1998,80.00,80.00,92.00,68.00,0.49,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/20/1998,82.00,82.00,90.00,73.00,0.02,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/21/1998,87.00,87.00,96.00,77.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/22/1998,77.00,77.00,82.00,71.00,0.10,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/23/1998,74.00,74.00,81.00,67.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/24/1998,72.00,72.00,81.00,63.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/25/1998,71.00,71.00,80.00,62.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/26/1998,73.00,73.00,83.00,62.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/27/1998,74.00,74.00,82.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/28/1998,79.00,79.00,89.00,69.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/29/1998,78.00,78.00,84.00,72.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/30/1998,72.00,72.00,79.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/31/1998,72.00,72.00,78.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/1/1998,73.00,73.00,84.00,62.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/2/1998,75.00,75.00,84.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/3/1998,78.00,78.00,84.00,72.00,0.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/4/1998,72.00,72.00,75.00,69.00,1.89,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/5/1998,76.00,76.00,82.00,69.00,0.54,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/6/1998,78.00,78.00,83.00,72.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/7/1998,74.00,74.00,78.00,70.00,1.03,,0.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/8/1998,78.00,78.00,84.00,71.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/9/1998,80.00,80.00,87.00,72.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/10/1998,79.00,79.00,88.00,69.00,0.29,,0.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/11/1998,73.00,73.00,79.00,66.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/12/1998,71.00,71.00,78.00,63.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/13/1998,74.00,74.00,80.00,68.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/14/1998,75.00,75.00,84.00,65.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/15/1998,75.00,75.00,81.00,68.00,0.07,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/16/1998,74.00,74.00,84.00,63.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/17/1998,78.00,78.00,85.00,70.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/18/1998,74.00,74.00,78.00,69.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/19/1998,71.00,71.00,78.00,63.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/20/1998,75.00,75.00,87.00,62.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/21/1998,81.00,81.00,91.00,71.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/22/1998,82.00,82.00,89.00,74.00,0.14,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/23/1998,83.00,83.00,93.00,72.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/24/1998,78.00,78.00,87.00,68.00,0.42,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/25/1998,78.00,78.00,86.00,70.00,0.20,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/26/1998,75.00,75.00,84.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/27/1998,77.00,77.00,84.00,70.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/28/1998,71.00,71.00,76.00,66.00,0.35,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/29/1998,77.00,77.00,87.00,66.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
8/30/1998,74.00,74.00,82.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
